week_start,Agency,incident_type,num_incidents,call_to_pickup,call_to_dispatch,call_to_arrival,avg_travel_time
2014-09-22,NYPD (Non-CIP),Vehicle Accident,2957,2.92,1434.69,3122.94,28.14
2014-09-22,NYPD (Non-CIP),Disorderly Person/Group/Noise,1056,3.16,1016.41,1862.94,14.11
2014-09-22,FDNY,4. Non-Medical Emergencies,2385,3.19,171.25,455.74,4.74
2014-09-22,FDNY,2. Non-Structural Fires,171,3.11,131.58,374.73,4.05
2014-09-22,NYPD (Non-CIP),Other Crimes (In Progress),2000,3.12,467.44,969.32,8.36
2014-09-22,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,412,3.12,330.14,1706.65,22.94
2014-09-22,NYPD (Non-CIP),Possible Crimes,5737,3.15,1067.4,2167.21,18.33
2014-09-22,NYPD (Non-CIP),Past Crime,3391,3.0,1559.88,3269.74,28.5
2014-09-22,NYPD (Non-CIP),Police Officer/Security Holding Suspect,246,3.26,596.12,1563.85,16.13
2014-09-22,EMS,2. Non-Life Threatening Med Emergencies,9657,3.17,264.58,797.17,8.88
2014-09-22,EMS,1. Life Threating Med Emergencies,7500,3.2,176.26,557.83,6.36
2014-09-22,NYPD,1. Critical,1176,3.07,233.69,441.73,3.47
2014-09-22,FDNY,3. Medical Emergencies,3094,3.15,177.84,436.48,4.31
2014-09-22,NYPD (Non-CIP),Dispute,5074,3.19,1299.24,2409.14,18.5
2014-09-15,FDNY,3. Medical Emergencies,3125,3.19,176.49,432.29,4.26
2014-09-15,NYPD,1. Critical,1147,3.19,241.64,427.45,3.1
2014-09-15,NYPD,3. Non-Critical,1753,3.22,421.33,857.97,7.28
2014-09-15,NYPD (Non-CIP),Possible Crimes,5634,3.18,1069.58,2153.2,18.06
2014-09-15,NYPD (Non-CIP),Other Crimes (In Progress),1620,3.22,472.88,984.88,8.53
2014-09-15,NYPD (Non-CIP),Alarms,1978,3.25,956.4,2063.88,18.46
2014-09-15,NYPD (Non-CIP),Vehicle Accident,3190,2.99,1386.46,3099.73,28.55
2014-09-15,FDNY,1. Structural Fires,277,3.04,90.57,284.36,3.23
2014-09-15,EMS,2. Non-Life Threatening Med Emergencies,10252,3.24,256.82,803.42,9.11
2014-09-15,NYPD (Non-CIP),Disorderly Person/Group/Noise,1061,3.16,924.71,1699.97,12.92
2014-09-15,FDNY,4. Non-Medical Emergencies,2354,3.21,147.51,425.48,4.63
2014-09-15,NYPD (Non-CIP),Dispute,5232,3.21,1177.44,2203.62,17.1
2014-09-15,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,399,3.22,282.15,1566.63,21.41
2014-09-15,NYPD (Non-CIP),Past Crime,3384,3.06,1478.23,3117.15,27.32
2014-09-15,NYPD (Non-CIP),Police Officer/Security Holding Suspect,214,3.28,572.71,1456.17,14.72
2014-09-15,EMS,1. Life Threating Med Emergencies,7499,3.18,170.92,549.91,6.32
2014-09-15,NYPD,2. Serious,2152,3.18,280.4,587.56,5.12
2014-09-15,FDNY,2. Non-Structural Fires,152,3.31,97.57,350.14,4.21
2014-09-08,NYPD (Non-CIP),Vehicle Accident,3236,2.95,1307.29,2974.52,27.79
2014-09-08,NYPD (Non-CIP),Alarms,2071,3.2,914.9,2021.23,18.44
2014-09-08,FDNY,2. Non-Structural Fires,159,3.14,103.94,350.08,4.1
2014-09-08,FDNY,4. Non-Medical Emergencies,2071,3.25,160.4,443.77,4.72
2014-09-08,NYPD (Non-CIP),Past Crime,3277,2.97,1425.42,3090.27,27.75
2014-09-08,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,415,3.19,318.49,1545.37,20.45
2014-09-08,NYPD (Non-CIP),Dispute,5174,3.16,1177.57,2274.79,18.29
2014-09-08,NYPD,3. Non-Critical,1712,3.22,430.14,887.65,7.63
2014-09-08,NYPD (Non-CIP),Police Officer/Security Holding Suspect,215,3.0,490.07,1498.38,16.81
2014-09-08,NYPD (Non-CIP),Disorderly Person/Group/Noise,1023,3.2,914.92,1738.35,13.72
2014-09-08,EMS,2. Non-Life Threatening Med Emergencies,10205,3.18,218.6,729.06,8.51
2014-09-08,NYPD (Non-CIP),Other Crimes (In Progress),1633,3.17,486.35,1018.66,8.87
2014-09-08,NYPD (Non-CIP),Possible Crimes,5543,3.2,1016.46,2030.99,16.91
2014-09-08,NYPD,1. Critical,1133,3.15,240.73,440.37,3.33
2014-09-08,NYPD,2. Serious,2101,3.17,280.11,564.23,4.74
2014-09-08,FDNY,3. Medical Emergencies,3131,3.16,157.8,409.54,4.2
2014-09-08,FDNY,1. Structural Fires,232,3.19,95.33,301.19,3.43
2014-09-08,EMS,1. Life Threating Med Emergencies,7268,3.16,173.6,540.28,6.11
2014-09-01,NYPD,1. Critical,1161,3.2,251.11,458.28,3.45
2014-09-01,EMS,1. Life Threating Med Emergencies,7376,3.3,181.29,550.52,6.15
2014-09-01,NYPD,2. Serious,2328,3.24,281.85,579.91,4.97
2014-09-01,FDNY,4. Non-Medical Emergencies,2673,3.31,165.45,452.96,4.79
2014-09-01,FDNY,2. Non-Structural Fires,198,3.14,93.84,335.43,4.03
2014-09-01,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,336,3.21,341.86,1917.0,26.25
2014-09-01,NYPD (Non-CIP),Possible Crimes,5895,3.21,1100.56,2147.54,17.45
2014-09-01,NYPD (Non-CIP),Police Officer/Security Holding Suspect,236,3.48,676.53,1627.43,15.85
2014-09-01,NYPD (Non-CIP),Alarms,2145,3.23,1021.38,2176.07,19.24
2014-09-01,NYPD (Non-CIP),Dispute,5819,3.25,1301.45,2391.83,18.17
2014-09-01,NYPD (Non-CIP),Disorderly Person/Group/Noise,1162,3.22,969.79,1786.53,13.61
2014-09-01,FDNY,1. Structural Fires,247,3.18,92.17,284.57,3.21
2014-09-01,FDNY,3. Medical Emergencies,3270,3.21,170.02,420.56,4.18
2014-09-01,NYPD,3. Non-Critical,1764,3.29,467.14,930.76,7.73
2014-09-01,NYPD (Non-CIP),Vehicle Accident,3047,3.06,1450.02,3161.72,28.53
2014-09-01,NYPD (Non-CIP),Other Crimes (In Progress),1584,3.29,500.91,1045.63,9.08
2014-09-01,NYPD (Non-CIP),Past Crime,3434,3.08,1542.47,3153.14,26.84
2014-09-01,EMS,2. Non-Life Threatening Med Emergencies,10528,3.32,230.18,741.25,8.52
2014-08-25,NYPD (Non-CIP),Dispute,5418,3.14,1125.48,2180.37,17.58
2014-08-25,NYPD (Non-CIP),Disorderly Person/Group/Noise,1218,3.22,835.64,1560.61,12.08
2014-08-25,FDNY,3. Medical Emergencies,2926,3.11,173.27,423.66,4.17
2014-08-25,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,363,3.21,326.25,1398.94,17.88
2014-08-25,EMS,1. Life Threating Med Emergencies,6655,3.17,179.23,544.49,6.09
2014-08-25,FDNY,2. Non-Structural Fires,202,3.06,109.47,355.11,4.09
2014-08-25,NYPD (Non-CIP),Past Crime,3440,2.99,1358.64,2958.58,26.67
2014-08-25,NYPD (Non-CIP),Possible Crimes,5884,3.11,948.83,1915.83,16.12
2014-08-25,NYPD,1. Critical,1283,3.04,256.32,457.61,3.35
2014-08-25,NYPD,3. Non-Critical,1730,3.18,435.53,895.94,7.67
2014-08-25,NYPD (Non-CIP),Alarms,2240,3.18,869.27,2020.86,19.19
2014-08-25,NYPD (Non-CIP),Vehicle Accident,2944,2.91,1301.28,2967.7,27.77
2014-08-25,NYPD (Non-CIP),Other Crimes (In Progress),1637,3.2,480.52,1016.83,8.94
2014-08-25,FDNY,1. Structural Fires,272,3.31,90.27,289.5,3.32
2014-08-25,FDNY,4. Non-Medical Emergencies,2441,3.19,170.79,453.14,4.71
2014-08-25,NYPD,2. Serious,2234,3.14,286.6,560.45,4.56
2014-08-25,NYPD (Non-CIP),Police Officer/Security Holding Suspect,235,3.11,498.37,1532.34,17.23
2014-08-25,EMS,2. Non-Life Threatening Med Emergencies,10224,3.17,232.38,729.67,8.29
2014-08-18,NYPD (Non-CIP),Disorderly Person/Group/Noise,1116,3.04,864.87,1622.8,12.63
2014-08-18,EMS,1. Life Threating Med Emergencies,6839,3.15,177.29,537.76,6.01
2014-08-18,NYPD (Non-CIP),Past Crime,3325,2.97,1388.01,2924.41,25.61
2014-08-18,NYPD (Non-CIP),Dispute,5107,3.15,1165.63,2187.51,17.03
2014-08-18,FDNY,3. Medical Emergencies,2859,3.2,156.24,404.54,4.14
2014-08-18,EMS,2. Non-Life Threatening Med Emergencies,10465,3.14,211.28,698.47,8.12
2014-08-18,NYPD (Non-CIP),Other Crimes (In Progress),1557,3.09,502.66,1005.34,8.38
2014-08-18,NYPD (Non-CIP),Alarms,2118,3.14,927.63,2054.65,18.78
2014-08-18,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,363,3.18,296.13,1649.19,22.55
2014-08-18,FDNY,1. Structural Fires,217,3.06,87.22,283.29,3.27
2014-08-18,NYPD,2. Serious,2226,3.18,284.67,556.43,4.53
2014-08-18,FDNY,4. Non-Medical Emergencies,2346,3.12,162.59,444.84,4.7
2014-08-18,NYPD (Non-CIP),Police Officer/Security Holding Suspect,223,3.3,544.72,1464.61,15.33
2014-08-18,NYPD,1. Critical,1247,3.12,250.0,443.12,3.22
2014-08-18,NYPD,3. Non-Critical,1738,3.14,423.48,877.94,7.57
2014-08-18,FDNY,2. Non-Structural Fires,144,3.02,96.81,333.25,3.94
2014-08-18,NYPD (Non-CIP),Vehicle Accident,2690,2.89,1229.14,2818.14,26.48
2014-08-18,NYPD (Non-CIP),Possible Crimes,5780,3.13,1025.33,2039.02,16.89
2014-08-11,FDNY,2. Non-Structural Fires,173,3.04,110.95,360.77,4.16
2014-08-11,NYPD,2. Serious,2180,3.02,297.4,574.89,4.62
2014-08-11,NYPD (Non-CIP),Alarms,2242,3.08,870.9,1975.11,18.4
2014-08-11,NYPD (Non-CIP),Past Crime,3322,2.94,1454.37,3021.2,26.11
2014-08-11,FDNY,3. Medical Emergencies,3038,3.02,166.45,416.9,4.17
2014-08-11,FDNY,4. Non-Medical Emergencies,2381,3.11,184.75,470.17,4.76
2014-08-11,NYPD,3. Non-Critical,1692,3.07,445.23,897.3,7.53
2014-08-11,NYPD (Non-CIP),Vehicle Accident,2777,2.87,1287.14,2962.99,27.93
2014-08-11,NYPD (Non-CIP),Police Officer/Security Holding Suspect,236,3.23,503.19,1518.14,16.92
2014-08-11,FDNY,1. Structural Fires,282,3.04,87.93,289.49,3.36
2014-08-11,NYPD (Non-CIP),Dispute,5070,3.09,1195.11,2237.35,17.37
2014-08-11,NYPD (Non-CIP),Possible Crimes,6069,3.07,1043.6,2065.56,17.03
2014-08-11,EMS,1. Life Threating Med Emergencies,7068,3.1,173.83,537.63,6.06
2014-08-11,EMS,2. Non-Life Threatening Med Emergencies,10337,3.1,217.89,701.13,8.05
2014-08-11,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,356,3.11,297.89,1540.92,20.72
2014-08-11,NYPD (Non-CIP),Disorderly Person/Group/Noise,1133,3.06,930.22,1637.42,11.79
2014-08-11,NYPD,1. Critical,1111,3.11,250.58,450.62,3.33
2014-08-11,NYPD (Non-CIP),Other Crimes (In Progress),1603,3.08,462.27,973.69,8.52
2014-08-04,NYPD (Non-CIP),Vehicle Accident,2857,2.92,1353.74,3017.88,27.74
2014-08-04,NYPD (Non-CIP),Alarms,2163,3.18,930.42,2018.66,18.14
2014-08-04,FDNY,3. Medical Emergencies,3093,3.11,163.35,414.59,4.19
2014-08-04,FDNY,1. Structural Fires,264,3.38,91.38,289.23,3.3
2014-08-04,NYPD,1. Critical,1156,3.11,247.33,453.89,3.44
2014-08-04,NYPD,3. Non-Critical,1748,3.25,432.42,880.25,7.46
2014-08-04,NYPD (Non-CIP),Possible Crimes,5960,3.11,1079.54,2036.57,15.95
2014-08-04,FDNY,4. Non-Medical Emergencies,2421,3.14,164.43,448.18,4.73
2014-08-04,EMS,1. Life Threating Med Emergencies,7112,3.16,179.11,544.31,6.09
2014-08-04,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,397,3.18,331.19,1505.12,19.57
2014-08-04,NYPD (Non-CIP),Past Crime,3303,3.0,1416.4,2927.94,25.19
2014-08-04,NYPD (Non-CIP),Dispute,5226,3.19,1219.94,2226.46,16.78
2014-08-04,NYPD,2. Serious,2211,3.14,284.05,585.19,5.02
2014-08-04,NYPD (Non-CIP),Disorderly Person/Group/Noise,1141,3.16,846.09,1607.93,12.7
2014-08-04,NYPD (Non-CIP),Other Crimes (In Progress),1625,3.18,475.68,1001.82,8.77
2014-08-04,NYPD (Non-CIP),Police Officer/Security Holding Suspect,240,3.02,544.49,1551.14,16.78
2014-08-04,FDNY,2. Non-Structural Fires,223,3.31,97.05,341.45,4.07
2014-08-04,EMS,2. Non-Life Threatening Med Emergencies,10534,3.15,229.41,731.94,8.38
2014-07-28,NYPD (Non-CIP),Other Crimes (In Progress),1581,3.13,493.78,1009.15,8.59
2014-07-28,FDNY,2. Non-Structural Fires,178,3.12,99.04,354.54,4.26
2014-07-28,NYPD (Non-CIP),Disorderly Person/Group/Noise,1141,3.1,978.3,1686.45,11.8
2014-07-28,NYPD (Non-CIP),Possible Crimes,5824,3.09,1118.94,2137.15,16.97
2014-07-28,FDNY,1. Structural Fires,241,3.05,84.05,271.66,3.13
2014-07-28,NYPD,2. Serious,2241,3.1,301.14,603.35,5.04
2014-07-28,NYPD (Non-CIP),Police Officer/Security Holding Suspect,207,3.19,402.27,1352.87,15.84
2014-07-28,NYPD (Non-CIP),Vehicle Accident,2876,2.86,1411.26,2971.11,26.0
2014-07-28,FDNY,4. Non-Medical Emergencies,2327,3.09,186.3,474.6,4.81
2014-07-28,NYPD,1. Critical,1272,3.17,253.32,474.71,3.69
2014-07-28,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,348,3.26,307.78,1701.48,23.23
2014-07-28,NYPD,3. Non-Critical,1747,3.14,455.34,895.08,7.33
2014-07-28,EMS,1. Life Threating Med Emergencies,6632,3.12,176.33,541.4,6.08
2014-07-28,EMS,2. Non-Life Threatening Med Emergencies,9889,3.12,225.77,713.98,8.14
2014-07-28,NYPD (Non-CIP),Alarms,2182,3.18,972.5,2055.65,18.05
2014-07-28,NYPD (Non-CIP),Dispute,5258,3.15,1356.8,2405.17,17.47
2014-07-28,NYPD (Non-CIP),Past Crime,3339,2.96,1508.48,3020.26,25.2
2014-07-28,FDNY,3. Medical Emergencies,2845,3.1,166.72,418.4,4.19
2014-07-21,NYPD (Non-CIP),Possible Crimes,5705,3.17,1107.81,2070.94,16.05
2014-07-21,FDNY,3. Medical Emergencies,3036,3.16,169.44,425.5,4.27
2014-07-21,FDNY,2. Non-Structural Fires,181,3.11,99.17,339.85,4.01
2014-07-21,EMS,1. Life Threating Med Emergencies,6763,3.17,175.25,543.5,6.14
2014-07-21,NYPD (Non-CIP),Police Officer/Security Holding Suspect,205,3.09,542.24,1397.23,14.25
2014-07-21,NYPD,3. Non-Critical,1806,3.16,442.98,898.94,7.6
2014-07-21,NYPD (Non-CIP),Dispute,5248,3.18,1291.46,2291.3,16.66
2014-07-21,NYPD (Non-CIP),Other Crimes (In Progress),1540,3.15,462.33,971.63,8.49
2014-07-21,NYPD,2. Serious,2311,3.19,292.12,578.26,4.77
2014-07-21,NYPD (Non-CIP),Past Crime,3390,2.96,1526.96,3019.12,24.87
2014-07-21,FDNY,4. Non-Medical Emergencies,2308,3.23,165.04,455.19,4.84
2014-07-21,EMS,2. Non-Life Threatening Med Emergencies,10417,3.19,232.7,740.26,8.46
2014-07-21,FDNY,1. Structural Fires,258,3.1,86.14,281.88,3.26
2014-07-21,NYPD (Non-CIP),Vehicle Accident,2790,2.95,1415.61,2990.04,26.24
2014-07-21,NYPD (Non-CIP),United States Postal Service - Bio Hazard Detection System,1,2.0,101.0,4356.0,70.92
2014-07-21,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,328,3.23,296.8,1495.97,19.99
2014-07-21,NYPD (Non-CIP),Disorderly Person/Group/Noise,1203,3.2,1003.04,1762.61,12.66
2014-07-21,NYPD (Non-CIP),Alarms,2139,3.18,917.92,1991.69,17.9
2014-07-21,NYPD,1. Critical,1219,3.25,255.58,466.59,3.52
2014-07-14,EMS,2. Non-Life Threatening Med Emergencies,10775,3.1,217.51,715.62,8.3
2014-07-14,NYPD,3. Non-Critical,1619,3.1,458.82,906.67,7.46
2014-07-14,NYPD (Non-CIP),Possible Crimes,5839,3.07,1110.51,2097.59,16.45
2014-07-14,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,405,3.11,351.74,1765.12,23.56
2014-07-14,EMS,1. Life Threating Med Emergencies,6747,3.08,176.8,544.44,6.13
2014-07-14,NYPD,2. Serious,2162,3.06,297.86,578.76,4.68
2014-07-14,NYPD (Non-CIP),Alarms,2271,3.14,895.54,1937.38,17.36
2014-07-14,NYPD (Non-CIP),Disorderly Person/Group/Noise,1124,3.06,866.12,1616.39,12.5
2014-07-14,NYPD (Non-CIP),Other Crimes (In Progress),1508,3.1,499.86,1025.94,8.77
2014-07-14,NYPD,1. Critical,1207,3.09,243.96,444.65,3.34
2014-07-14,FDNY,4. Non-Medical Emergencies,2752,3.06,174.43,460.59,4.77
2014-07-14,NYPD (Non-CIP),Police Officer/Security Holding Suspect,217,3.19,470.55,1235.58,12.75
2014-07-14,NYPD (Non-CIP),Past Crime,3178,2.93,1527.15,2973.84,24.11
2014-07-14,FDNY,2. Non-Structural Fires,169,3.04,102.02,353.36,4.19
2014-07-14,FDNY,1. Structural Fires,263,2.97,86.13,282.01,3.26
2014-07-14,NYPD (Non-CIP),Vehicle Accident,2808,2.87,1360.54,2868.56,25.13
2014-07-14,FDNY,3. Medical Emergencies,2840,3.05,166.45,413.04,4.11
2014-07-14,NYPD (Non-CIP),Dispute,5084,3.09,1309.88,2310.84,16.68
2014-07-07,EMS,1. Life Threating Med Emergencies,6409,3.34,185.62,547.29,6.03
2014-07-07,NYPD (Non-CIP),Vehicle Accident,2862,3.03,1642.03,3139.74,24.96
2014-07-07,NYPD (Non-CIP),Other Crimes (In Progress),1565,3.22,495.75,1005.78,8.5
2014-07-07,FDNY,3. Medical Emergencies,2998,3.25,163.02,410.13,4.12
2014-07-07,NYPD,2. Serious,2174,3.27,306.9,588.77,4.7
2014-07-07,EMS,2. Non-Life Threatening Med Emergencies,10089,3.34,222.07,708.84,8.11
2014-07-07,FDNY,2. Non-Structural Fires,241,3.15,112.39,360.08,4.13
2014-07-07,FDNY,4. Non-Medical Emergencies,2822,3.82,198.95,490.9,4.87
2014-07-07,NYPD (Non-CIP),Dispute,5238,3.28,1564.81,2548.32,16.39
2014-07-07,FDNY,1. Structural Fires,243,3.36,86.4,281.63,3.25
2014-07-07,NYPD,1. Critical,1308,3.26,260.44,496.47,3.93
2014-07-07,NYPD (Non-CIP),Disorderly Person/Group/Noise,1104,3.36,1046.91,1721.8,11.25
2014-07-07,NYPD,3. Non-Critical,1639,3.33,483.57,944.97,7.69
2014-07-07,NYPD (Non-CIP),Police Officer/Security Holding Suspect,239,3.36,571.24,1414.38,14.05
2014-07-07,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,360,3.26,313.62,1625.24,21.86
2014-07-07,NYPD (Non-CIP),Alarms,2276,3.76,1004.85,2055.56,17.51
2014-07-07,NYPD (Non-CIP),Possible Crimes,5945,3.33,1241.2,2205.66,16.07
2014-07-07,NYPD (Non-CIP),Past Crime,3237,3.07,1804.3,3252.18,24.13
2014-06-30,FDNY,2. Non-Structural Fires,292,3.2,105.91,358.0,4.2
2014-06-30,NYPD (Non-CIP),Vehicle Accident,2765,3.05,1671.13,3269.59,26.64
2014-06-30,NYPD (Non-CIP),Dispute,5394,3.28,1538.11,2532.19,16.57
2014-06-30,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,314,3.22,313.38,1633.17,22.0
2014-06-30,NYPD (Non-CIP),Alarms,2231,3.27,1022.79,2109.4,18.11
2014-06-30,FDNY,3. Medical Emergencies,3004,3.3,175.8,426.52,4.18
2014-06-30,NYPD (Non-CIP),Other Crimes (In Progress),1462,3.2,546.35,1063.84,8.62
2014-06-30,NYPD (Non-CIP),Past Crime,3157,3.07,1737.79,3185.91,24.14
2014-06-30,NYPD (Non-CIP),Police Officer/Security Holding Suspect,173,3.09,584.73,1661.58,17.95
2014-06-30,EMS,1. Life Threating Med Emergencies,6501,3.33,180.98,546.6,6.09
2014-06-30,EMS,2. Non-Life Threatening Med Emergencies,10093,3.28,265.68,768.98,8.39
2014-06-30,FDNY,1. Structural Fires,264,3.23,89.04,288.17,3.32
2014-06-30,FDNY,4. Non-Medical Emergencies,2807,3.38,188.89,482.77,4.9
2014-06-30,NYPD,1. Critical,1463,3.21,271.07,474.35,3.39
2014-06-30,NYPD,3. Non-Critical,1650,3.3,531.36,982.95,7.53
2014-06-30,NYPD (Non-CIP),Disorderly Person/Group/Noise,1510,3.18,955.28,1685.82,12.18
2014-06-30,NYPD (Non-CIP),Possible Crimes,6125,3.24,1237.53,2160.35,15.38
2014-06-30,NYPD,2. Serious,2236,3.25,328.62,626.96,4.97
2014-06-23,NYPD (Non-CIP),Police Officer/Security Holding Suspect,209,3.32,478.31,1496.57,16.97
2014-06-23,EMS,1. Life Threating Med Emergencies,6652,3.35,178.88,550.8,6.2
2014-06-23,NYPD (Non-CIP),Past Crime,3211,3.15,1781.23,3294.06,25.21
2014-06-23,EMS,2. Non-Life Threatening Med Emergencies,10059,3.33,255.43,774.81,8.66
2014-06-23,NYPD (Non-CIP),Other Crimes (In Progress),1473,3.35,524.35,1017.16,8.21
2014-06-23,FDNY,1. Structural Fires,252,3.42,91.39,287.85,3.27
2014-06-23,NYPD,3. Non-Critical,1985,3.35,504.83,946.43,7.36
2014-06-23,FDNY,2. Non-Structural Fires,238,3.56,96.34,349.89,4.23
2014-06-23,FDNY,3. Medical Emergencies,3173,3.3,178.85,428.17,4.16
2014-06-23,FDNY,4. Non-Medical Emergencies,2419,3.4,174.04,461.87,4.8
2014-06-23,NYPD,2. Serious,2341,3.35,314.8,595.91,4.69
2014-06-23,NYPD (Non-CIP),Alarms,2121,3.39,1115.98,2209.0,18.22
2014-06-23,NYPD (Non-CIP),Dispute,5409,3.37,1525.52,2519.6,16.57
2014-06-23,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,354,3.39,349.8,1693.95,22.4
2014-06-23,NYPD (Non-CIP),Possible Crimes,5956,3.34,1316.11,2303.1,16.45
2014-06-23,NYPD (Non-CIP),Vehicle Accident,3072,3.17,1600.56,3122.42,25.36
2014-06-23,NYPD,1. Critical,1291,3.19,263.46,447.27,3.06
2014-06-23,NYPD (Non-CIP),Disorderly Person/Group/Noise,1188,3.39,1181.54,1943.49,12.7
2014-06-16,NYPD (Non-CIP),Vehicle Accident,3144,3.11,1803.16,3371.87,26.15
2014-06-16,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,362,3.34,351.18,1688.45,22.29
2014-06-16,NYPD (Non-CIP),Possible Crimes,5957,3.31,1402.72,2331.92,15.49
2014-06-16,NYPD (Non-CIP),Other Crimes (In Progress),1495,3.4,551.98,1067.74,8.6
2014-06-16,NYPD (Non-CIP),Disorderly Person/Group/Noise,1209,3.43,1220.45,1966.35,12.43
2014-06-16,NYPD (Non-CIP),Dispute,5216,3.37,1678.47,2633.32,15.91
2014-06-16,NYPD (Non-CIP),Past Crime,3162,3.16,2002.65,3481.52,24.65
2014-06-16,FDNY,3. Medical Emergencies,3051,3.31,176.96,424.99,4.13
2014-06-16,NYPD,1. Critical,1328,3.34,268.21,459.93,3.2
2014-06-16,NYPD (Non-CIP),Alarms,2049,3.3,1106.05,2114.66,16.81
2014-06-16,EMS,2. Non-Life Threatening Med Emergencies,10468,3.43,274.19,813.12,8.98
2014-06-16,FDNY,1. Structural Fires,315,3.54,86.74,286.67,3.33
2014-06-16,FDNY,2. Non-Structural Fires,256,3.68,94.92,344.61,4.16
2014-06-16,FDNY,4. Non-Medical Emergencies,2562,3.49,178.33,468.91,4.84
2014-06-16,NYPD,2. Serious,2336,3.43,314.37,589.27,4.58
2014-06-16,NYPD,3. Non-Critical,1961,3.41,489.79,929.59,7.33
2014-06-16,EMS,1. Life Threating Med Emergencies,6753,3.41,179.94,558.47,6.31
2014-06-16,NYPD (Non-CIP),Police Officer/Security Holding Suspect,208,3.4,558.84,1425.54,14.45
2014-06-09,NYPD (Non-CIP),Other Crimes (In Progress),1520,3.15,485.15,995.6,8.51
2014-06-09,NYPD (Non-CIP),Alarms,1999,3.2,907.72,1906.49,16.65
2014-06-09,EMS,1. Life Threating Med Emergencies,6727,3.28,180.75,546.99,6.1
2014-06-09,NYPD (Non-CIP),Vehicle Accident,2953,2.94,1525.04,2947.63,23.71
2014-06-09,NYPD (Non-CIP),Police Officer/Security Holding Suspect,198,3.28,528.19,1460.13,15.53
2014-06-09,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,352,3.27,287.03,1543.95,20.95
2014-06-09,FDNY,2. Non-Structural Fires,168,3.43,103.33,345.32,4.03
2014-06-09,EMS,2. Non-Life Threatening Med Emergencies,10424,3.25,246.15,757.22,8.52
2014-06-09,NYPD (Non-CIP),Disorderly Person/Group/Noise,1136,3.15,1005.5,1698.62,11.55
2014-06-09,NYPD,1. Critical,1212,3.09,255.85,445.76,3.17
2014-06-09,FDNY,1. Structural Fires,239,3.29,88.92,291.49,3.38
2014-06-09,NYPD (Non-CIP),Possible Crimes,6033,3.23,1194.0,2119.36,15.42
2014-06-09,FDNY,4. Non-Medical Emergencies,2652,3.18,168.39,451.24,4.71
2014-06-09,NYPD (Non-CIP),Dispute,5207,3.25,1372.79,2289.95,15.29
2014-06-09,NYPD,3. Non-Critical,1840,3.23,450.72,882.11,7.19
2014-06-09,NYPD,2. Serious,2208,3.26,291.35,583.67,4.87
2014-06-09,NYPD (Non-CIP),Past Crime,3168,3.06,1681.12,3114.4,23.89
2014-06-09,FDNY,3. Medical Emergencies,2861,3.2,164.48,413.14,4.14
2014-06-02,NYPD (Non-CIP),Disorderly Person/Group/Noise,1180,3.32,1112.45,1827.02,11.91
2014-06-02,NYPD (Non-CIP),Vehicle Accident,3155,2.99,1692.19,3193.61,25.02
2014-06-02,NYPD,2. Serious,2277,3.31,301.81,598.55,4.95
2014-06-02,NYPD,3. Non-Critical,1937,3.33,482.0,920.05,7.3
2014-06-02,NYPD (Non-CIP),Possible Crimes,6237,3.27,1266.04,2220.62,15.91
2014-06-02,FDNY,4. Non-Medical Emergencies,2468,3.37,168.91,454.96,4.77
2014-06-02,EMS,2. Non-Life Threatening Med Emergencies,10232,3.24,246.7,761.54,8.58
2014-06-02,FDNY,2. Non-Structural Fires,203,3.27,90.2,343.84,4.23
2014-06-02,EMS,1. Life Threating Med Emergencies,6917,3.27,184.41,553.39,6.15
2014-06-02,NYPD (Non-CIP),Past Crime,3120,3.11,1817.71,3276.08,24.31
2014-06-02,NYPD,1. Critical,1270,3.24,265.0,466.14,3.35
2014-06-02,NYPD (Non-CIP),Dispute,5281,3.3,1462.44,2417.47,15.92
2014-06-02,NYPD (Non-CIP),Other Crimes (In Progress),1460,3.26,538.61,1071.78,8.89
2014-06-02,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,361,3.23,335.39,1667.87,22.21
